file_name,trend,seasonal,stationary,pattern,shifting,dataset_name,train_lens,test_lens,time_steps,if_univariate,size,type_value,anomaly_rate
Yahoo_A2synthetic_33_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_36_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_39_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_42_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_45_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_48_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_51_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_54_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_57_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_6_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_60_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_63_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_66_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_69_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_72_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_75_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_78_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_81_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_84_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_87_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_9_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_90_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_93_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_96_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_99_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Global,0.00070373
Yahoo_A2synthetic_67_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,mix,0.002814919
Yahoo_A2synthetic_70_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,mix,0.002814919
Yahoo_A2synthetic_1_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_10_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_100_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_11_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_14_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_16_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_17_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_19_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_2_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_20_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_22_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_23_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_25_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_26_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_28_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_29_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_31_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_32_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_35_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_38_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_4_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_40_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_41_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_43_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_44_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_46_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_47_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_49_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_5_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_50_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_52_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_53_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_55_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_56_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_58_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_59_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_61_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_62_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_64_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_65_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_68_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_7_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_71_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_73_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_74_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_76_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_77_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_79_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_8_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_80_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_82_data.csv,TRUE,TRUE,TRUE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_83_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_85_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_86_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_88_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_89_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_91_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_92_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_94_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_95_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A2synthetic_97_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.002814919
Yahoo_A2synthetic_98_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,711,710,1421,TRUE,large,Shapelet,0.006333568
Yahoo_A1real_20_data.csv,TRUE,FALSE,FALSE,FALSE,TRUE,YAHOO,711,711,1422,TRUE,large,Shapelet,0.023206751
Yahoo_A1real_4_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,712,711,1423,TRUE,large,Global,0.003513703
Yahoo_A1real_67_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,712,711,1423,TRUE,large,Shapelet,0.016163036
Yahoo_A1real_7_data.csv,TRUE,FALSE,FALSE,FALSE,TRUE,YAHOO,712,711,1423,TRUE,large,Trend,0.042867182
Yahoo_A1real_66_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,712,712,1424,TRUE,large,Shapelet,0.014747191
Yahoo_A1real_65_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,712,712,1424,TRUE,large,Trend,0.011938202
Yahoo_A1real_34_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,Global,0.004905396
Yahoo_A1real_27_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.001401542
Yahoo_A1real_31_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.0168185
Yahoo_A1real_32_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.03293623
Yahoo_A1real_38_data.csv,FALSE,TRUE,TRUE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.006306938
Yahoo_A1real_39_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.007007708
Yahoo_A1real_40_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.056061668
Yahoo_A1real_47_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.007007708
Yahoo_A1real_51_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.002803083
Yahoo_A1real_55_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.003503854
Yahoo_A1real_56_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,714,713,1427,TRUE,large,mix,0.003503854
Yahoo_A1real_52_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,716,716,1432,TRUE,large,Shapelet,0.007681564
Yahoo_A1real_37_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,717,717,1434,TRUE,large,Shapelet,0.023709902
Yahoo_A1real_41_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,718,717,1435,TRUE,large,Global,0.002090592
Yahoo_A1real_26_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,718,717,1435,TRUE,large,mix,0.052264808
Yahoo_A1real_25_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,718,717,1435,TRUE,large,Shapelet,0.029965157
Yahoo_A1real_58_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,718,717,1435,TRUE,large,Shapelet,0.029965157
Yahoo_A1real_2_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,Global,0.011118833
Yahoo_A1real_12_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,mix,0.002084781
Yahoo_A1real_11_data.csv,FALSE,FALSE,FALSE,FALSE,TRUE,YAHOO,720,719,1439,TRUE,large,Shapelet,0.013203614
Yahoo_A1real_13_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,Shapelet,0.008339124
Yahoo_A1real_15_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,Shapelet,0.00694927
Yahoo_A1real_33_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,Shapelet,0.001389854
Yahoo_A1real_6_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,Shapelet,0.005559416
Yahoo_A1real_10_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,Trend,0.009034051
Yahoo_A1real_50_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,Trend,0.004864489
Yahoo_A1real_63_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,720,719,1439,TRUE,large,Trend,0.005559416
Yahoo_A1real_45_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,720,720,1440,TRUE,large,Global,0.000694444
Yahoo_A1real_42_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,720,720,1440,TRUE,large,Shapelet,0.030555556
Yahoo_A1real_43_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,720,720,1440,TRUE,large,Shapelet,0.022222222
Yahoo_A1real_57_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,721,720,1441,TRUE,large,Contextual,0.002081888
Yahoo_A1real_28_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,721,720,1441,TRUE,large,Global,0.056904927
Yahoo_A1real_46_data.csv,TRUE,TRUE,FALSE,FALSE,FALSE,YAHOO,721,720,1441,TRUE,large,Global,0.075641915
Yahoo_A1real_29_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,721,720,1441,TRUE,large,mix,0.004857738
Yahoo_A1real_61_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,721,720,1441,TRUE,large,mix,0.016655101
Yahoo_A1real_24_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,731,730,1461,TRUE,large,Global,0.010951403
Yahoo_A1real_53_data.csv,FALSE,FALSE,FALSE,FALSE,FALSE,YAHOO,731,730,1461,TRUE,large,Global,0.011635866
Yahoo_A1real_3_data.csv,TRUE,FALSE,FALSE,FALSE,FALSE,YAHOO,731,730,1461,TRUE,large,mix,0.01026694
Yahoo_A1real_30_data.csv,FALSE,TRUE,FALSE,FALSE,FALSE,YAHOO,731,730,1461,TRUE,large,mix,0.006160164
Yahoo_A1real_9_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,731,730,1461,TRUE,large,mix,0.005475702
Yahoo_A1real_16_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,731,730,1461,TRUE,large,Shapelet,0.002053388
Yahoo_A1real_60_data.csv,FALSE,FALSE,TRUE,FALSE,FALSE,YAHOO,731,730,1461,TRUE,large,Shapelet,0.010951403
low_signal-to-noise_ratio_data_10_from2019-12-27to2020-01-21_7485.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,738,6644,7382,TRUE,large,Global,0.003251151
low_signal-to-noise_ratio_data_27_from2019-12-27to2020-01-21_7503.csv,FALSE,FALSE,TRUE,TRUE,TRUE,GAIA,738,6644,7382,TRUE,large,mix,0.008669737
partially_stationary_data_20_from2019-12-27to2020-01-21_7525.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,738,6644,7382,TRUE,large,mix,0.000541859
periodic_data_10_from2019-12-27to2020-01-21_7490.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,738,6646,7384,TRUE,large,Global,0.00135428
partially_stationary_data_36_from2019-12-27to2020-01-21_7521.csv,FALSE,TRUE,TRUE,FALSE,FALSE,GAIA,739,6654,7393,TRUE,large,Shapelet,0.015419992
partially_stationary_data_26_from2019-12-27to2020-01-21_7533.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,739,6655,7394,TRUE,large,Global,0.002569651
T-8_748.csv,FALSE,FALSE,TRUE,FALSE,TRUE,NASA-MSL-new,748,1519,2267,TRUE,large,Shapelet,0.044993383
KPI-a8c06b47-cc41-3738-9110-12df0ee4c721.test.csv,FALSE,FALSE,TRUE,FALSE,FALSE,IOPS,757,6821,7578,TRUE,large,Shapelet,0.016759039
C-2_764.csv,FALSE,FALSE,TRUE,FALSE,FALSE,NASA-MSL-new,764,2051,2815,TRUE,large,Shapelet,0.048667851
NAB_data_Exchange_3.csv,FALSE,FALSE,TRUE,FALSE,FALSE,NAB,769,768,1537,TRUE,large,Shapelet,0.097592713
NAB_data_Exchange_4.csv,FALSE,FALSE,FALSE,FALSE,FALSE,NAB,769,768,1537,TRUE,large,Shapelet,0.098893949
periodic_data_28_from2020-11-10to2020-12-07_8431.csv,FALSE,TRUE,TRUE,FALSE,FALSE,GAIA,798,7185,7983,TRUE,large,Shapelet,0.001878993
periodic_data_27_from2020-11-10to2020-12-07_8433.csv,FALSE,TRUE,TRUE,TRUE,FALSE,GAIA,798,7186,7984,TRUE,large,Shapelet,0.00237976
periodic_data_19_from2020-11-10to2020-12-07_8435.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,798,7186,7984,TRUE,large,Trend,0.002880762
periodic_data_20_from2020-11-10to2020-12-07_8437.csv,FALSE,TRUE,TRUE,FALSE,FALSE,GAIA,799,7200,7999,TRUE,large,Shapelet,0.007000875
periodic_data_37_from2020-11-10to2020-12-07_8440.csv,FALSE,TRUE,TRUE,FALSE,FALSE,GAIA,799,7200,7999,TRUE,large,Shapelet,0.005875734
periodic_data_38_from2020-11-10to2020-12-07_8441.csv,FALSE,TRUE,TRUE,FALSE,FALSE,GAIA,799,7200,7999,TRUE,large,Shapelet,0.005125641
periodic_data_31_from2020-11-10to2020-12-07_8443.csv,FALSE,TRUE,TRUE,FALSE,FALSE,GAIA,800,7200,8000,TRUE,large,Shapelet,0.004875
periodic_data_14_from2020-11-10to2020-12-07_8438.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,800,7201,8001,TRUE,large,mix,0.002624672
periodic_data_22_from2020-11-10to2020-12-07_8436.csv,FALSE,TRUE,TRUE,TRUE,FALSE,GAIA,800,7201,8001,TRUE,large,Shapelet,0.021872266
periodic_data_39_from2020-11-10to2020-12-07_8445.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,800,7201,8001,TRUE,large,Shapelet,0.013623297
periodic_data_41_from2020-11-10to2020-12-07_8444.csv,FALSE,FALSE,TRUE,FALSE,FALSE,GAIA,800,7201,8001,TRUE,large,Shapelet,0.011873516
NAB_data_Exchange_2.csv,FALSE,FALSE,TRUE,FALSE,FALSE,NAB,812,811,1623,TRUE,large,Shapelet,0.098582871
NAB_data_Exchange_5.csv,FALSE,FALSE,TRUE,FALSE,FALSE,NAB,821,821,1642,TRUE,large,Shapelet,0.098660171
NAB_data_Exchange_6.csv,FALSE,FALSE,TRUE,FALSE,FALSE,NAB,821,821,1642,TRUE,large,Shapelet,0.097442144
low_signal-to-noise_ratio_data_6_from2019-09-17to2019-10-15_7560.csv,FALSE,FALSE,TRUE,TRUE,FALSE,GAIA,835,7517,8352,TRUE,large,Global,0.000119732
